file,type,line,frame
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/wakatime.test.js,Duplicate Assert,"{'line': 138, 'column': 4, 'index': 3543}","  136 |     await wakatime(req, res);
> 296 |     expect(getCircleLength(40)).toBeCloseTo(251.327);
      |                                            ^ Magic Number
  297 |     expect(getCircleLength(50)).toBeCloseTo(314.159);
  298 |     expect(getCircleLength(60)).toBeCloseTo(376.991);
  299 |     expect(getCircleLength(70)).toBeCloseTo(439.822);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 297, 'column': 44, 'index': 10311}","  295 |     expect(getCircleLength(30)).toBeCloseTo(188.495);
  296 |     expect(getCircleLength(40)).toBeCloseTo(251.327);
> 297 |     expect(getCircleLength(50)).toBeCloseTo(314.159);
      |                                            ^ Magic Number
  298 |     expect(getCircleLength(60)).toBeCloseTo(376.991);
  299 |     expect(getCircleLength(70)).toBeCloseTo(439.822);
  300 |     expect(getCircleLength(80)).toBeCloseTo(502.654);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 298, 'column': 44, 'index': 10365}","  296 |     expect(getCircleLength(40)).toBeCloseTo(251.327);
  297 |     expect(getCircleLength(50)).toBeCloseTo(314.159);
> 298 |     expect(getCircleLength(60)).toBeCloseTo(376.991);
      |                                            ^ Magic Number
  299 |     expect(getCircleLength(70)).toBeCloseTo(439.822);
  300 |     expect(getCircleLength(80)).toBeCloseTo(502.654);
  301 |     expect(getCircleLength(90)).toBeCloseTo(565.486);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 299, 'column': 44, 'index': 10419}","  297 |     expect(getCircleLength(50)).toBeCloseTo(314.159);
  298 |     expect(getCircleLength(60)).toBeCloseTo(376.991);
> 299 |     expect(getCircleLength(70)).toBeCloseTo(439.822);
      |                                            ^ Magic Number
  300 |     expect(getCircleLength(80)).toBeCloseTo(502.654);
  301 |     expect(getCircleLength(90)).toBeCloseTo(565.486);
  302 |     expect(getCircleLength(100)).toBeCloseTo(628.318);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 300, 'column': 44, 'index': 10473}","  298 |     expect(getCircleLength(60)).toBeCloseTo(376.991);
  299 |     expect(getCircleLength(70)).toBeCloseTo(439.822);
> 300 |     expect(getCircleLength(80)).toBeCloseTo(502.654);
      |                                            ^ Magic Number
  301 |     expect(getCircleLength(90)).toBeCloseTo(565.486);
  302 |     expect(getCircleLength(100)).toBeCloseTo(628.318);
  303 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 301, 'column': 44, 'index': 10527}","  299 |     expect(getCircleLength(70)).toBeCloseTo(439.822);
  300 |     expect(getCircleLength(80)).toBeCloseTo(502.654);
> 301 |     expect(getCircleLength(90)).toBeCloseTo(565.486);
      |                                            ^ Magic Number
  302 |     expect(getCircleLength(100)).toBeCloseTo(628.318);
  303 |   });
  304 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 302, 'column': 45, 'index': 10582}","  300 |     expect(getCircleLength(80)).toBeCloseTo(502.654);
  301 |     expect(getCircleLength(90)).toBeCloseTo(565.486);
> 302 |     expect(getCircleLength(100)).toBeCloseTo(628.318);
      |                                             ^ Magic Number
  303 |   });
  304 |
  305 |   it(""trimTopLanguages"", () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 335, 'column': 20, 'index': 11598}","  333 |     expect(
  334 |       getDefaultLanguagesCountByLayout({ layout: ""normal"" }),
> 335 |     ).toStrictEqual(5);
      |                    ^ Magic Number
  336 |     expect(getDefaultLanguagesCountByLayout({})).toStrictEqual(5);
  337 |     expect(
  338 |       getDefaultLanguagesCountByLayout({ layout: ""compact"" }),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 336, 'column': 63, 'index': 11665}","  334 |       getDefaultLanguagesCountByLayout({ layout: ""normal"" }),
  335 |     ).toStrictEqual(5);
> 336 |     expect(getDefaultLanguagesCountByLayout({})).toStrictEqual(5);
      |                                                               ^ Magic Number
  337 |     expect(
  338 |       getDefaultLanguagesCountByLayout({ layout: ""compact"" }),
  339 |     ).toStrictEqual(6);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 339, 'column': 20, 'index': 11764}","  337 |     expect(
  338 |       getDefaultLanguagesCountByLayout({ layout: ""compact"" }),
> 339 |     ).toStrictEqual(6);
      |                    ^ Magic Number
  340 |     expect(
  341 |       getDefaultLanguagesCountByLayout({ hide_progress: true }),
  342 |     ).toStrictEqual(6);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 342, 'column': 20, 'index': 11865}","  340 |     expect(
  341 |       getDefaultLanguagesCountByLayout({ hide_progress: true }),
> 342 |     ).toStrictEqual(6);
      |                    ^ Magic Number
  343 |     expect(getDefaultLanguagesCountByLayout({ layout: ""donut"" })).toStrictEqual(
  344 |       5,
  345 |     );"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 344, 'column': 6, 'index': 11956}","  342 |     ).toStrictEqual(6);
  343 |     expect(getDefaultLanguagesCountByLayout({ layout: ""donut"" })).toStrictEqual(
> 344 |       5,
      |      ^ Magic Number
  345 |     );
  346 |     expect(
  347 |       getDefaultLanguagesCountByLayout({ layout: ""donut-vertical"" }),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 348, 'column': 20, 'index': 12068}","  346 |     expect(
  347 |       getDefaultLanguagesCountByLayout({ layout: ""donut-vertical"" }),
> 348 |     ).toStrictEqual(6);
      |                    ^ Magic Number
  349 |     expect(getDefaultLanguagesCountByLayout({ layout: ""pie"" })).toStrictEqual(
  350 |       6,
  351 |     );"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 350, 'column': 6, 'index': 12157}","  348 |     ).toStrictEqual(6);
  349 |     expect(getDefaultLanguagesCountByLayout({ layout: ""pie"" })).toStrictEqual(
> 350 |       6,
      |      ^ Magic Number
  351 |     );
  352 |   });
  353 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 588, 'column': 40, 'index': 19776}","  586 |       center.y,
  587 |     );
> 588 |     expect(HTMLLangPercent).toBeCloseTo(40);
      |                                        ^ Magic Number
  589 |
  590 |     expect(queryAllByTestId(document.body, ""lang-name"")[1]).toHaveTextContent(
  591 |       ""javascript 40.00%"","
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 602, 'column': 46, 'index': 20230}","  600 |       center.y,
  601 |     );
> 602 |     expect(javascriptLangPercent).toBeCloseTo(40);
      |                                              ^ Magic Number
  603 |
  604 |     expect(queryAllByTestId(document.body, ""lang-name"")[2]).toHaveTextContent(
  605 |       ""css 20.00%"","
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 616, 'column': 39, 'index': 20663}","  614 |       center.y,
  615 |     );
> 616 |     expect(cssLangPercent).toBeCloseTo(20);
      |                                       ^ Magic Number
  617 |
  618 |     expect(HTMLLangPercent + javascriptLangPercent + cssLangPercent).toBe(100);
  619 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 618, 'column': 74, 'index': 20743}","  616 |     expect(cssLangPercent).toBeCloseTo(20);
  617 |
> 618 |     expect(HTMLLangPercent + javascriptLangPercent + cssLangPercent).toBe(100);
      |                                                                          ^ Magic Number
  619 |
  620 |     // Should render full donut (circle) if one language is 100%.
  621 |     document.body.innerHTML = renderTopLanguages("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 632, 'column': 71, 'index': 21219}","  630 |       ""100"",
  631 |     );
> 632 |     expect(queryAllByTestId(document.body, ""lang-donut"")).toHaveLength(1);
      |                                                                       ^ Magic Number
  633 |     expect(queryAllByTestId(document.body, ""lang-donut"")[0].tagName).toBe(
  634 |       ""circle"",
  635 |     );"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 669, 'column': 40, 'index': 22303}","  667 |       totalCircleLength,
  668 |     );
> 669 |     expect(HTMLLangPercent).toBeCloseTo(40);
      |                                        ^ Magic Number
  670 |
  671 |     expect(queryAllByTestId(document.body, ""lang-name"")[1]).toHaveTextContent(
  672 |       ""javascript 40.00%"","
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 687, 'column': 46, 'index': 22905}","  685 |       totalCircleLength,
  686 |     );
> 687 |     expect(javascriptLangPercent).toBeCloseTo(40);
      |                                              ^ Magic Number
  688 |
  689 |     expect(queryAllByTestId(document.body, ""lang-name"")[2]).toHaveTextContent(
  690 |       ""css 20.00%"","
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 703, 'column': 39, 'index': 23404}","  701 |       totalCircleLength,
  702 |     );
> 703 |     expect(cssLangPercent).toBeCloseTo(20);
      |                                       ^ Magic Number
  704 |
  705 |     expect(HTMLLangPercent + javascriptLangPercent + cssLangPercent).toBe(100);
  706 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 705, 'column': 74, 'index': 23484}","  703 |     expect(cssLangPercent).toBeCloseTo(20);
  704 |
> 705 |     expect(HTMLLangPercent + javascriptLangPercent + cssLangPercent).toBe(100);
      |                                                                          ^ Magic Number
  706 |   });
  707 |
  708 |   it(""should render with layout donut vertical full donut circle of one language is 100%"", () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 732, 'column': 40, 'index': 24348}","  730 |       totalCircleLength,
  731 |     );
> 732 |     expect(HTMLLangPercent).toBeCloseTo(100);
      |                                        ^ Magic Number
  733 |   });
  734 |
  735 |   it(""should render with layout pie"", () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 759, 'column': 40, 'index': 25192}","  757 |       center.y,
  758 |     );
> 759 |     expect(HTMLLangPercent).toBeCloseTo(40);
      |                                        ^ Magic Number
  760 |
  761 |     expect(queryAllByTestId(document.body, ""lang-name"")[1]).toHaveTextContent(
  762 |       ""javascript 40.00%"","
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 773, 'column': 46, 'index': 25640}","  771 |       center.y,
  772 |     );
> 773 |     expect(javascriptLangPercent).toBeCloseTo(40);
      |                                              ^ Magic Number
  774 |
  775 |     expect(queryAllByTestId(document.body, ""lang-name"")[2]).toHaveTextContent(
  776 |       ""css 20.00%"","
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 787, 'column': 39, 'index': 26067}","  785 |       center.y,
  786 |     );
> 787 |     expect(cssLangPercent).toBeCloseTo(20);
      |                                       ^ Magic Number
  788 |
  789 |     expect(HTMLLangPercent + javascriptLangPercent + cssLangPercent).toBe(100);
  790 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 789, 'column': 74, 'index': 26147}","  787 |     expect(cssLangPercent).toBeCloseTo(20);
  788 |
> 789 |     expect(HTMLLangPercent + javascriptLangPercent + cssLangPercent).toBe(100);
      |                                                                          ^ Magic Number
  790 |
  791 |     // Should render full pie (circle) if one language is 100%.
  792 |     document.body.innerHTML = renderTopLanguages("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 803, 'column': 69, 'index': 26615}","  801 |       ""100"",
  802 |     );
> 803 |     expect(queryAllByTestId(document.body, ""lang-pie"")).toHaveLength(1);
      |                                                                     ^ Magic Number
  804 |     expect(queryAllByTestId(document.body, ""lang-pie"")[0].tagName).toBe(
  805 |       ""circle"",
  806 |     );"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Duplicate Assert,"{'line': 64, 'column': 4, 'index': 2229}","  62 |     document.body.innerHTML = renderStatsCard({ ...stats, name: ""Anil Das"" });
  63 |
> 64 |     expect(document.getElementsByClassName(""header"")[0].textContent).toBe(
     |    ^ Duplicate Assert
  65 |       ""Anil Das' GitHub Stats"",
  66 |     );
  67 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Duplicate Assert,"{'line': 70, 'column': 4, 'index': 2421}","  68 |     document.body.innerHTML = renderStatsCard({ ...stats, name: ""Felix"" });
  69 |
> 70 |     expect(document.getElementsByClassName(""header"")[0].textContent).toBe(
     |    ^ Duplicate Assert
  71 |       ""Felix's GitHub Stats"",
  72 |     );
  73 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Duplicate Assert,"{'line': 131, 'column': 4, 'index': 4927}","  129 |   it(""should render with custom width set"", () => {
  130 |     document.body.innerHTML = renderStatsCard(stats);
> 131 |     expect(document.querySelector(""svg"")).toHaveAttribute(""width"", ""450"");
      |    ^ Duplicate Assert
  132 |
  133 |     document.body.innerHTML = renderStatsCard(stats, { card_width: 500 });
  134 |     expect(document.querySelector(""svg"")).toHaveAttribute(""width"", ""500"");"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Duplicate Assert,"{'line': 134, 'column': 4, 'index': 5078}","  132 |
  133 |     document.body.innerHTML = renderStatsCard(stats, { card_width: 500 });
> 134 |     expect(document.querySelector(""svg"")).toHaveAttribute(""width"", ""500"");
      |    ^ Duplicate Assert
  135 |   });
  136 |
  137 |   it(""should render with custom width set and limit minimum width"", () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Duplicate Assert,"{'line': 139, 'column': 4, 'index': 5309}","  137 |   it(""should render with custom width set and limit minimum width"", () => {
  138 |     document.body.innerHTML = renderStatsCard(stats, { card_width: 1 });
> 139 |     expect(document.querySelector(""svg"")).toHaveAttribute(""width"", ""420"");
      |    ^ Duplicate Assert
  140 |
  141 |     // Test default minimum card width without rank circle.
  142 |     document.body.innerHTML = renderStatsCard(stats, {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Duplicate Assert,"{'line': 146, 'column': 4, 'index': 5552}","  144 |       hide_rank: true,
  145 |     });
> 146 |     expect(document.querySelector(""svg"")).toHaveAttribute(
      |    ^ Duplicate Assert
  147 |       ""width"",
  148 |       ""305.81250000000006"",
  149 |     );"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Duplicate Assert,"{'line': 157, 'column': 4, 'index': 5845}","  155 |       show_icons: true,
  156 |     });
> 157 |     expect(document.querySelector(""svg"")).toHaveAttribute(
      |    ^ Duplicate Assert
  158 |       ""width"",
  159 |       ""322.81250000000006"",
  160 |     );"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Duplicate Assert,"{'line': 168, 'column': 4, 'index': 6147}","  166 |       show_icons: true,
  167 |     });
> 168 |     expect(document.querySelector(""svg"")).toHaveAttribute(""width"", ""437"");
      |    ^ Duplicate Assert
  169 |
  170 |     // Test minimum card width without icons or rank.
  171 |     document.body.innerHTML = renderStatsCard(stats, {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Duplicate Assert,"{'line': 176, 'column': 4, 'index': 6410}","  174 |       show_icons: false,
  175 |     });
> 176 |     expect(document.querySelector(""svg"")).toHaveAttribute(""width"", ""420"");
      |    ^ Duplicate Assert
  177 |   });
  178 |
  179 |   it(""should render default colors properly"", () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Duplicate Assert,"{'line': 407, 'column': 4, 'index': 14790}","  405 |   it(""should render without rounding"", () => {
  406 |     document.body.innerHTML = renderStatsCard(stats, { border_radius: ""0"" });
> 407 |     expect(document.querySelector(""rect"")).toHaveAttribute(""rx"", ""0"");
      |    ^ Duplicate Assert
  408 |     document.body.innerHTML = renderStatsCard(stats, {});
  409 |     expect(document.querySelector(""rect"")).toHaveAttribute(""rx"", ""4.5"");
  410 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Duplicate Assert,"{'line': 409, 'column': 4, 'index': 14919}","  407 |     expect(document.querySelector(""rect"")).toHaveAttribute(""rx"", ""0"");
  408 |     document.body.innerHTML = renderStatsCard(stats, {});
> 409 |     expect(document.querySelector(""rect"")).toHaveAttribute(""rx"", ""4.5"");
      |    ^ Duplicate Assert
  410 |   });
  411 |
  412 |   it(""should shorten values"", () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Duplicate Assert,"{'line': 416, 'column': 4, 'index': 15126}","  414 |
  415 |     document.body.innerHTML = renderStatsCard(stats);
> 416 |     expect(getByTestId(document.body, ""commits"").textContent).toBe(""2k"");
      |    ^ Duplicate Assert
  417 |     document.body.innerHTML = renderStatsCard(stats, { number_format: ""long"" });
  418 |     expect(getByTestId(document.body, ""commits"").textContent).toBe(""1999"");
  419 |     document.body.innerHTML = renderStatsCard(stats, { number_precision: 2 });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Duplicate Assert,"{'line': 418, 'column': 4, 'index': 15281}","  416 |     expect(getByTestId(document.body, ""commits"").textContent).toBe(""2k"");
  417 |     document.body.innerHTML = renderStatsCard(stats, { number_format: ""long"" });
> 418 |     expect(getByTestId(document.body, ""commits"").textContent).toBe(""1999"");
      |    ^ Duplicate Assert
  419 |     document.body.innerHTML = renderStatsCard(stats, { number_precision: 2 });
  420 |     expect(getByTestId(document.body, ""commits"").textContent).toBe(""2.00k"");
  421 |     document.body.innerHTML = renderStatsCard(stats, {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Duplicate Assert,"{'line': 418, 'column': 4, 'index': 15281}","  416 |     expect(getByTestId(document.body, ""commits"").textContent).toBe(""2k"");
  417 |     document.body.innerHTML = renderStatsCard(stats, { number_format: ""long"" });
> 418 |     expect(getByTestId(document.body, ""commits"").textContent).toBe(""1999"");
      |    ^ Duplicate Assert
  419 |     document.body.innerHTML = renderStatsCard(stats, { number_precision: 2 });
  420 |     expect(getByTestId(document.body, ""commits"").textContent).toBe(""2.00k"");
  421 |     document.body.innerHTML = renderStatsCard(stats, {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Duplicate Assert,"{'line': 420, 'column': 4, 'index': 15436}","  418 |     expect(getByTestId(document.body, ""commits"").textContent).toBe(""1999"");
  419 |     document.body.innerHTML = renderStatsCard(stats, { number_precision: 2 });
> 420 |     expect(getByTestId(document.body, ""commits"").textContent).toBe(""2.00k"");
      |    ^ Duplicate Assert
  421 |     document.body.innerHTML = renderStatsCard(stats, {
  422 |       number_format: ""long"",
  423 |       number_precision: 2,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Duplicate Assert,"{'line': 425, 'column': 4, 'index': 15632}","  423 |       number_precision: 2,
  424 |     });
> 425 |     expect(getByTestId(document.body, ""commits"").textContent).toBe(""1999"");
      |    ^ Duplicate Assert
  426 |   });
  427 |
  428 |   it(""should render default rank icon with level A+"", () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Duplicate Assert,"{'line': 425, 'column': 4, 'index': 15632}","  423 |       number_precision: 2,
  424 |     });
> 425 |     expect(getByTestId(document.body, ""commits"").textContent).toBe(""1999"");
      |    ^ Duplicate Assert
  426 |   });
  427 |
  428 |   it(""should render default rank icon with level A+"", () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Eager Test,"{'line': 62, 'column': 30, 'index': 2175}","  60 |
  61 |   it(""should have proper name apostrophe"", () => {
> 62 |     document.body.innerHTML = renderStatsCard({ ...stats, name: ""Anil Das"" });
     |                              ^ Eager Test
  63 |
  64 |     expect(document.getElementsByClassName(""header"")[0].textContent).toBe(
  65 |       ""Anil Das' GitHub Stats"","
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Eager Test,"{'line': 68, 'column': 30, 'index': 2370}","  66 |     );
  67 |
> 68 |     document.body.innerHTML = renderStatsCard({ ...stats, name: ""Felix"" });
     |                              ^ Eager Test
  69 |
  70 |     expect(document.getElementsByClassName(""header"")[0].textContent).toBe(
  71 |       ""Felix's GitHub Stats"","
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Eager Test,"{'line': 130, 'column': 30, 'index': 4899}","  128 |
  129 |   it(""should render with custom width set"", () => {
> 130 |     document.body.innerHTML = renderStatsCard(stats);
      |                              ^ Eager Test
  131 |     expect(document.querySelector(""svg"")).toHaveAttribute(""width"", ""450"");
  132 |
  133 |     document.body.innerHTML = renderStatsCard(stats, { card_width: 500 });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Eager Test,"{'line': 133, 'column': 30, 'index': 5029}","  131 |     expect(document.querySelector(""svg"")).toHaveAttribute(""width"", ""450"");
  132 |
> 133 |     document.body.innerHTML = renderStatsCard(stats, { card_width: 500 });
      |                              ^ Eager Test
  134 |     expect(document.querySelector(""svg"")).toHaveAttribute(""width"", ""500"");
  135 |   });
  136 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Eager Test,"{'line': 138, 'column': 30, 'index': 5262}","  136 |
  137 |   it(""should render with custom width set and limit minimum width"", () => {
> 138 |     document.body.innerHTML = renderStatsCard(stats, { card_width: 1 });
      |                              ^ Eager Test
  139 |     expect(document.querySelector(""svg"")).toHaveAttribute(""width"", ""420"");
  140 |
  141 |     // Test default minimum card width without rank circle."
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Eager Test,"{'line': 142, 'column': 30, 'index': 5471}","  140 |
  141 |     // Test default minimum card width without rank circle.
> 142 |     document.body.innerHTML = renderStatsCard(stats, {
      |                              ^ Eager Test
  143 |       card_width: 1,
  144 |       hide_rank: true,
  145 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Eager Test,"{'line': 152, 'column': 30, 'index': 5740}","  150 |
  151 |     // Test minimum card width with rank and icons.
> 152 |     document.body.innerHTML = renderStatsCard(stats, {
      |                              ^ Eager Test
  153 |       card_width: 1,
  154 |       hide_rank: true,
  155 |       show_icons: true,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Eager Test,"{'line': 163, 'column': 30, 'index': 6041}","  161 |
  162 |     // Test minimum card width with icons but without rank.
> 163 |     document.body.innerHTML = renderStatsCard(stats, {
      |                              ^ Eager Test
  164 |       card_width: 1,
  165 |       hide_rank: false,
  166 |       show_icons: true,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Eager Test,"{'line': 171, 'column': 30, 'index': 6303}","  169 |
  170 |     // Test minimum card width without icons or rank.
> 171 |     document.body.innerHTML = renderStatsCard(stats, {
      |                              ^ Eager Test
  172 |       card_width: 1,
  173 |       hide_rank: false,
  174 |       show_icons: false,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Eager Test,"{'line': 406, 'column': 30, 'index': 14738}","  404 |
  405 |   it(""should render without rounding"", () => {
> 406 |     document.body.innerHTML = renderStatsCard(stats, { border_radius: ""0"" });
      |                              ^ Eager Test
  407 |     expect(document.querySelector(""rect"")).toHaveAttribute(""rx"", ""0"");
  408 |     document.body.innerHTML = renderStatsCard(stats, {});
  409 |     expect(document.querySelector(""rect"")).toHaveAttribute(""rx"", ""4.5"");"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Eager Test,"{'line': 408, 'column': 30, 'index': 14887}","  406 |     document.body.innerHTML = renderStatsCard(stats, { border_radius: ""0"" });
  407 |     expect(document.querySelector(""rect"")).toHaveAttribute(""rx"", ""0"");
> 408 |     document.body.innerHTML = renderStatsCard(stats, {});
      |                              ^ Eager Test
  409 |     expect(document.querySelector(""rect"")).toHaveAttribute(""rx"", ""4.5"");
  410 |   });
  411 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Eager Test,"{'line': 415, 'column': 30, 'index': 15098}","  413 |     stats[""totalCommits""] = 1999;
  414 |
> 415 |     document.body.innerHTML = renderStatsCard(stats);
      |                              ^ Eager Test
  416 |     expect(getByTestId(document.body, ""commits"").textContent).toBe(""2k"");
  417 |     document.body.innerHTML = renderStatsCard(stats, { number_format: ""long"" });
  418 |     expect(getByTestId(document.body, ""commits"").textContent).toBe(""1999"");"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Eager Test,"{'line': 417, 'column': 30, 'index': 15226}","  415 |     document.body.innerHTML = renderStatsCard(stats);
  416 |     expect(getByTestId(document.body, ""commits"").textContent).toBe(""2k"");
> 417 |     document.body.innerHTML = renderStatsCard(stats, { number_format: ""long"" });
      |                              ^ Eager Test
  418 |     expect(getByTestId(document.body, ""commits"").textContent).toBe(""1999"");
  419 |     document.body.innerHTML = renderStatsCard(stats, { number_precision: 2 });
  420 |     expect(getByTestId(document.body, ""commits"").textContent).toBe(""2.00k"");"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderStatsCard.test.js,Eager Test,"{'line': 419, 'column': 30, 'index': 15383}","  417 |     document.body.innerHTML = renderStatsCard(stats, { number_format: ""long"" });
